production_bk,production_company,production_country,production_language
19719,Saints LA,United States of America,Spoken
19731,Lars Productions,United States of America,Original
19747,Brandywine Productions,United States of America,Original
19747,Brandywine Productions,United States of America,Spoken
19747,Brandywine Productions,United States of America,Spoken
19747,Brandywine Productions,United States of America,Spoken
19747,Brandywine Productions,United Kingdom,Original
19747,Brandywine Productions,United States of America,Spoken
19747,Brandywine Productions,United States of America,Spoken
19749,Yuk Films,United States of America,Original
19749,Yuk Films,United Kingdom,Original
19750,Disney Double Dare You (DDY),Canada,Spoken
19751,Indochina Productions,United States of America,Spoken
19751,Indochina Productions,Canada,Spoken
19776,Prospect Park,United States of America,Spoken
19777,Millbrook Farm Productions,United States of America,Spoken
19778,Winter's Bone Productions,United States of America,Original
19802,Ren Film,Russia,Original
19813,Flower Films (II),Germany,Original
19813,Flower Films (II),United States of America,Original
19813,Flower Films (II),United States of America,Spoken
19813,Flower Films (II),United States of America,Original
19813,Flower Films (II),United States of America,Original
19813,Flower Films (II),United States of America,Spoken
19828,Lonlink Productions,United States of America,Spoken
19829,Kut Productions,United States of America,Spoken
19834,Inside Track Films,South Africa,Original
19834,Inside Track Films,United States of America,Spoken
19835,Charenton Productions Limited,United States of America,Spoken
19850,Sunrise Films,United States of America,Original
19851,Pitbull Pictures,United States of America,Original
19855,Internationale Filmproduktion Blackbird Dritte,United States of America,Spoken
19855,Internationale Filmproduktion Blackbird Dritte,Germany,Original
19855,Internationale Filmproduktion Blackbird Dritte,South Africa,Original
19857,Sean Daniel Company,United States of America,Spoken
19858,Shanghai Film Group Corporation,Italy,Original
19865,A Grand Elephant,United States of America,Original
19901,HighRoad Entertainment,United States of America,Original
19902,Prelude Pictures,United States of America,Spoken
19902,Prelude Pictures,United States of America,Original
19903,Lone Runner Entertainment,United States of America,Original
19904,Kenio Films,United States of America,Original
19905,"Perfect Game, The",United States of America,Original
19922,Doom Productions,United States of America,Spoken
19923,Distant Planet Productions,United States of America,Spoken
19925,Bridget Johnson Films,Canada,Original
19926,Skate Away Productions,Canada,Original
19927,Government of Malta,United Kingdom,Spoken
19927,Government of Malta,Spain,Spoken
19929,EMC Produktion,Switzerland,Original
19930,Cinu00e9art,Switzerland,Original
19931,TV3 Television Network Ireland,Switzerland,Original
19932,Filmcoopi Zu00fcrich,Switzerland,Original
19933,Oil Flick Films No.2,Switzerland,Original
19934,Motion Picture KAPPA Produktionsgesellschaft,United States of America,Spoken
19936,Second Mate Productions,Dominica,Spoken
19936,Second Mate Productions,United States of America,Spoken
19943,Synthesis Entertainment,United States of America,Spoken
19944,"Carousel Picture Company, The",United States of America,Spoken
19944,"Carousel Picture Company, The",United States of America,Spoken
19944,"Carousel Picture Company, The",Luxembourg,Spoken
19951,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),United States of America,Original
19952,QI Quality International GmbH & Co. KG,United States of America,Original
19959,A Plus Image,France,Original
19960,Great Wight Productions/ Osford Films,Australia,Spoken
19961,Start Motion Pictures,Australia,Spoken
19961,Start Motion Pictures,United States of America,Original
19965,Chime Films,United States of America,Spoken
20004,"Zanuck Company, The",United States of America,Spoken
20004,"Zanuck Company, The",United States of America,Spoken
20004,"Zanuck Company, The",United States of America,Original
20004,"Zanuck Company, The",United States of America,Original
20011,SprocketHeads,United States of America,Spoken
20033,Chris Lee Productions,United States of America,Spoken
20033,Chris Lee Productions,United States of America,Spoken
20033,Chris Lee Productions,United States of America,Spoken
20034,Illusion Entertainment,United States of America,Spoken
20068,Hideaway Pictures,United States of America,Original
20076,HandMade Films,United Kingdom,Original
20076,HandMade Films,United States of America,Original
20088,B.D.S. Productions Inc.,United States of America,Original
20153,Film 44,United States of America,Spoken
20153,Film 44,United States of America,Spoken
20154,Mad Hatter Entertainment,United States of America,Spoken
20154,Mad Hatter Entertainment,United States of America,Spoken
20157,KMP Film Invest,United States of America,Original
20157,KMP Film Invest,Germany,Original
20170,Canadian Television Fund,United States of America,Spoken
20170,Canadian Television Fund,United Kingdom,Spoken
20192,Nippon Television Network (NTV),Japan,Original
20193,Walt Disney Company,Japan,Original
41077,A24,United Kingdom,Original
20194,Motion Picture JOTA Produktions,United States of America,Spoken
20240,MNP Entreprise,United Kingdom,Spoken
20241,Crystal Sky Pictures,United States of America,Spoken
20241,Crystal Sky Pictures,South Africa,Original
20241,Crystal Sky Pictures,Australia,Spoken
20242,Imhotep Productions,United States of America,Spoken
20244,Kudos Film and Television,Canada,Spoken
20249,Marathon Pictures,United States of America,Original
20277,Protagonist Pictures,United States of America,Original
20289,Asia Union Film & Entertainment Ltd.,United States of America,Original
20290,United China Vision,United States of America,Original
20291,Zoom Hunt International Productions Company Ltd.,United States of America,Original
20305,Industrial Entertainment,United States of America,Original
20306,Primary PIctures,United States of America,Original
20307,Thunder Smoke Media,United States of America,Original
20313,Venture Forth,United States of America,Original
20313,Venture Forth,United States of America,Original
20339,Chapter 2,Spain,Spoken
20341,On My Own,United States of America,Spoken
20343,Film Capital Europe Funds (FCEF ),United States of America,Original
20344,First Light Production,United States of America,Original
20344,First Light Production,United States of America,Spoken
20344,First Light Production,United States of America,Spoken
20346,Ru00e9gion Bretagne,France,Original
20346,Ru00e9gion Bretagne,Switzerland,Original
20352,NDE Productions,United States of America,Spoken
20356,Millar Gough Ink,United States of America,Spoken
20356,Millar Gough Ink,United States of America,Spoken
20360,Internationale Filmproduktion Blackbird Erste,United States of America,Spoken
20363,Equity Pictures Medienfonds GmbH & Co. KG IV,United States of America,Spoken
20369,Slate Films,United States of America,Original
20370,Tatfilm,United States of America,Original
20374,Earth Canada Productions,United States of America,Spoken
20375,Hammerhead Productions,United States of America,Spoken
20375,Hammerhead Productions,United States of America,Original
20376,Kalis Productions GmbH & Co. Zweite KG,United States of America,Spoken
20376,Kalis Productions GmbH & Co. Zweite KG,Germany,Spoken
20377,Unfinished Films,Germany,Spoken
20386,Entertainment Motion Pictures,Spain,Original
20394,Young Hannibal Productions,Italy,Spoken
20395,Carthago Films S.a.r.l.,Italy,Spoken
20395,Carthago Films S.a.r.l.,United Kingdom,Spoken
20396,Kernos Filmproduktionsgesellschaft & Company,United States of America,Spoken
20396,Kernos Filmproduktionsgesellschaft & Company,United States of America,Spoken
20409,Les Editions Albert Renu00e9,Spain,Original
20416,Regione Lazio,Italy,Original
20416,Regione Lazio,Italy,Original
20418,Banca Popolare di Vicenza,Italy,Original
20419,Lazio Film Commission,Italy,Spoken
20419,Lazio Film Commission,Italy,Original
20420,Biscottificio Verona,Italy,Original
20448,U-Drive Productions,United States of America,Original
20448,U-Drive Productions,United States of America,Original
20448,U-Drive Productions,United States of America,Spoken
20448,U-Drive Productions,United States of America,Spoken
20449,Liaison Films,France,Spoken
20450,Biscayne Pictures,France,Spoken
20451,Redbus Pictures,United States of America,Original
20451,Redbus Pictures,United States of America,Original
20455,Film Consortium,United Kingdom,Spoken
20456,National Lottery through UK Film Council,France,Spoken
20456,National Lottery through UK Film Council,United Kingdom,Spoken
20456,National Lottery through UK Film Council,France,Original
20465,Galafilm Productions,Canada,Original
20466,Global Arts Productions,Canada,Original
20475,GH One,Australia,Spoken
20476,Vengeance Productions Pty. Ltd.,Australia,Spoken
20477,DiC Entertainment,United States of America,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),Canada,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
20478,Moving Picture Company (MPC),United Kingdom,Spoken
20478,Moving Picture Company (MPC),United States of America,Spoken
